GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "31000","Nebraska",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",71.591,71.492,74.572,75.894,75.523,73.539,73.400,75.410,74.314,72.486,73.197,72.715,76.409,75.610,73.340,74.346,75.174
 "32000","Nevada",8,SARPP,3,"..."," RPPs: Services: Housing ","Index",119.284,111.315,108.019,106.700,104.100,101.797,97.810,98.742,97.795,100.174,102.569,105.623,105.890,107.869,111.728,113.316,114.135
 "33000","New Hampshire",1,SARPP,3,"..."," RPPs: Services: Housing ","Index",118.505,122.726,123.217,119.454,121.428,123.591,115.328,119.650,112.567,119.647,108.631,110.728,115.815,107.016,121.469,114.516,114.947
 "34000","New Jersey",2,SARPP,3,"..."," RPPs: Services: Housing ","Index",153.355,149.139,150.350,145.757,149.428,147.491,147.535,145.268,145.621,140.544,141.403,141.150,139.496,134.884,135.688,134.093,134.292
 "35000","New Mexico",6,SARPP,3,"..."," RPPs: Services: Housing ","Index",81.065,79.523,78.057,83.489,82.224,81.303,80.342,78.836,79.345,77.872,75.143,74.035,75.415,72.935,75.683,75.250,73.611
 "36000","New York",2,SARPP,3,"..."," RPPs: Services: Housing ","Index",130.887,133.008,135.213,137.138,136.225,135.954,135.794,134.327,133.736,130.961,129.993,129.316,132.330,131.476,124.713,121.963,122.168
 "37000","North Carolina",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",74.276,75.265,75.389,76.346,75.771,75.954,76.334,75.763,74.661,75.488,75.286,75.422,74.982,75.977,78.770,80.848,81.364
 "38000","North Dakota",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",63.159,64.358,61.863,69.121,76.781,80.067,78.426,78.073,86.058,71.547,72.080,76.983,72.102,70.781,65.750,69.255,71.421
 "39000","Ohio",3,SARPP,3,"..."," RPPs: Services: Housing ","Index",77.134,76.126,76.290,75.589,76.298,77.571,75.489,75.578,75.118,74.957,74.221,73.452,73.275,72.768,72.774,72.098,73.012
 "40000","Oklahoma",6,SARPP,3,"..."," RPPs: Services: Housing ","Index",61.910,64.275,65.682,66.056,66.014,67.247,67.830,66.381,66.082,66.049,65.926,64.105,63.495,63.894,63.165,64.981,62.763
 "41000","Oregon",8,SARPP,3,"..."," RPPs: Services: Housing ","Index",98.456,101.480,101.349,100.380,103.282,101.673,103.019,105.383,106.485,110.214,111.042,110.213,109.958,109.244,110.380,109.162,108.628
 "42000","Pennsylvania",2,SARPP,3,"..."," RPPs: Services: Housing ","Index",86.605,86.841,88.479,88.657,88.118,88.954,88.693,88.932,87.869,87.853,87.673,86.474,86.833,86.681,86.350,85.822,85.068
 "44000","Rhode Island",1,SARPP,3,"..."," RPPs: Services: Housing ","Index",117.576,117.747,115.844,115.295,107.864,108.805,113.808,113.131,108.077,106.712,110.156,108.689,102.878,109.070,104.191,102.657,105.620
 "45000","South Carolina",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",72.511,74.611,74.630,75.272,75.702,74.309,73.410,74.555,73.918,74.010,73.924,74.444,74.557,76.098,78.691,80.499,80.490
 "46000","South Dakota",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",59.177,56.525,62.155,59.125,68.014,68.292,62.650,62.178,62.101,64.719,66.911,66.283,63.643,64.882,65.057,64.807,67.642
 "47000","Tennessee",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",72.531,73.215,73.386,73.225,74.657,73.461,71.926,72.763,74.561,75.140,73.758,76.012,75.786,76.262,76.767,77.920,79.070
 "48000","Texas",6,SARPP,3,"..."," RPPs: Services: Housing ","Index",87.983,88.199,89.262,89.676,91.094,91.435,93.567,93.957,95.552,95.243,95.248,95.836,95.775,95.582,96.999,97.454,96.503
 "49000","Utah",7,SARPP,3,"..."," RPPs: Services: Housing ","Index",97.173,100.982,92.604,97.052,96.811,98.038,94.981,93.617,98.990,95.621,96.829,97.326,97.258,99.172,105.305,106.165,107.814
 "50000","Vermont",1,SARPP,3,"..."," RPPs: Services: Housing ","Index",98.834,101.790,98.387,101.353,105.469,98.652,96.902,98.901,87.117,93.296,97.844,94.259,105.255,92.910,88.925,82.256,86.502
 "51000","Virginia",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",112.942,114.183,114.416,114.511,113.385,115.836,115.230,114.868,111.762,110.862,112.595,107.425,111.377,110.147,107.738,105.569,106.799
 "53000","Washington",8,SARPP,3,"..."," RPPs: Services: Housing ","Index",117.385,116.780,114.326,116.285,113.900,115.006,117.885,119.584,123.093,125.500,128.144,129.503,126.117,125.629,127.615,125.542,125.979
 "54000","West Virginia",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",56.475,56.879,58.806,58.908,58.674,60.470,59.326,61.693,59.156,58.609,58.376,58.662,56.486,59.144,53.827,56.200,54.241
 "55000","Wisconsin",3,SARPP,3,"..."," RPPs: Services: Housing ","Index",84.582,83.684,85.796,86.290,84.591,82.525,80.630,81.187,79.261,81.943,80.023,79.352,75.282,76.128,77.516,78.321,79.312
 "56000","Wyoming",7,SARPP,3,"..."," RPPs: Services: Housing ","Index",77.455,88.371,85.011,91.791,85.180,89.988,91.417,83.272,90.640,82.623,75.078,79.122,73.478,77.985,78.945,75.742,71.127
 "00000","United States", ,SARPP,4,"..."," RPPs: Services: Utilities ","Index",98.517,98.525,98.660,98.651,98.725,98.672,98.557,98.486,98.518,98.535,98.445,98.516,98.586,98.719,98.558,98.634,98.441
 "01000","Alabama",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",90.905,90.970,92.959,93.098,95.092,93.467,94.270,94.682,94.749,93.702,87.972,86.366,84.817,86.588,87.954,89.907,84.643
 "02000","Alaska",8,SARPP,4,"..."," RPPs: Services: Utilities ","Index",89.924,103.870,106.098,110.705,113.130,118.265,112.924,116.966,123.388,123.106,129.707,131.617,127.714,116.751,108.461,113.322,119.021
 "04000","Arizona",6,SARPP,4,"..."," RPPs: Services: Utilities ","Index",96.373,96.260,104.340,104.288,100.543,99.019,100.348,101.048,97.467,98.970,99.777,92.567,90.047,87.817,87.219,83.278,92.317
 "05000","Arkansas",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",81.221,79.472,78.895,79.095,81.789,81.468,81.277,84.454,83.698,83.143,79.257,78.449,81.646,82.595,82.589,81.915,74.731
 "06000","California",8,SARPP,4,"..."," RPPs: Services: Utilities ","Index",111.411,112.819,117.197,115.298,117.080,121.446,128.277,129.312,129.462,130.666,125.054,130.969,133.500,144.187,152.286,147.282,158.899
 "08000","Colorado",7,SARPP,4,"..."," RPPs: Services: Utilities ","Index",78.335,78.751,83.911,90.997,85.692,83.488,96.816,89.158,89.326,86.066,84.522,88.401,88.472,85.416,89.402,86.763,84.971
 "09000","Connecticut",1,SARPP,4,"..."," RPPs: Services: Utilities ","Index",154.518,157.079,146.668,138.338,135.089,134.234,135.620,139.094,142.796,144.606,140.713,143.385,159.900,146.482,140.026,153.214,146.495
 "10000","Delaware",2,SARPP,4,"..."," RPPs: Services: Utilities ","Index",111.850,117.737,116.396,117.189,117.261,111.723,105.000,103.984,102.975,101.969,99.485,99.575,98.398,93.511,95.657,104.409,103.810
 "11000","District of Columbia",2,SARPP,4,"..."," RPPs: Services: Utilities ","Index",126.645,130.051,117.196,114.553,110.895,113.939,109.776,113.368,113.090,111.630,106.840,106.071,106.297,114.530,104.527,108.958,112.821
 "12000","Florida",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",98.621,101.197,96.177,95.335,93.501,93.632,95.317,92.394,89.913,87.462,91.102,94.359,89.813,89.964,94.767,93.739,90.074
 "13000","Georgia",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",91.012,89.392,93.128,97.802,98.028,97.684,96.783,98.421,98.093,99.431,94.443,96.813,96.841,95.674,97.500,92.326,92.814
 "15000","Hawaii",8,SARPP,4,"..."," RPPs: Services: Utilities ","Index",210.551,180.341,161.445,214.597,209.693,209.999,195.343,176.909,168.692,169.979,195.323,203.823,189.782,181.981,196.374,191.733,190.178
 "16000","Idaho",7,SARPP,4,"..."," RPPs: Services: Utilities ","Index",66.403,72.184,76.137,76.606,79.837,80.955,82.292,83.517,84.472,79.730,73.937,74.687,75.205,68.390,66.314,68.053,70.444
 "17000","Illinois",3,SARPP,4,"..."," RPPs: Services: Utilities ","Index",94.201,89.927,90.755,90.068,86.956,81.253,88.405,89.374,89.688,91.414,91.810,83.930,84.741,86.068,88.189,80.449,84.952
 "18000","Indiana",3,SARPP,4,"..."," RPPs: Services: Utilities ","Index",85.756,88.137,82.751,85.528,85.856,86.136,84.447,85.214,83.718,88.226,91.969,88.667,90.106,90.822,86.762,84.719,85.545
 "19000","Iowa",4,SARPP,4,"..."," RPPs: Services: Utilities ","Index",84.833,86.200,88.595,84.320,85.069,85.946,83.066,82.240,82.903,87.435,97.200,97.031,97.312,99.122,98.065,87.281,83.274
 "20000","Kansas",4,SARPP,4,"..."," RPPs: Services: Utilities ","Index",85.383,87.602,89.814,87.040,86.988,89.501,87.648,90.461,92.719,96.879,103.916,99.859,101.520,100.747,102.966,90.820,88.438
 "21000","Kentucky",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",73.473,73.724,75.446,78.958,82.439,82.736,85.353,85.808,85.654,85.563,79.178,77.471,76.152,79.661,81.815,80.920,75.313
 "22000","Louisiana",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",87.832,73.091,80.089,78.446,75.009,79.978,80.700,79.066,78.565,77.806,76.532,77.413,76.778,80.730,84.337,76.732,71.463
 "23000","Maine",1,SARPP,4,"..."," RPPs: Services: Utilities ","Index",137.732,136.766,126.836,125.460,121.078,117.851,120.769,121.375,122.125,124.069,128.731,131.897,133.540,128.006,138.295,148.199,135.189
 "24000","Maryland",2,SARPP,4,"..."," RPPs: Services: Utilities ","Index",123.938,128.541,114.376,108.438,105.913,107.899,102.889,107.204,114.099,108.734,102.969,103.965,104.612,105.070,102.140,108.719,110.860
 "25000","Massachusetts",1,SARPP,4,"..."," RPPs: Services: Utilities ","Index",150.037,142.576,114.169,120.237,127.420,115.454,109.978,117.737,133.160,148.837,151.656,150.386,162.333,155.839,151.323,166.124,152.070
 "26000","Michigan",3,SARPP,4,"..."," RPPs: Services: Utilities ","Index",95.812,103.343,104.788,104.916,106.399,105.923,99.348,99.434,100.023,101.165,102.370,98.742,103.078,101.741,97.677,99.706,100.150
 "27000","Minnesota",4,SARPP,4,"..."," RPPs: Services: Utilities ","Index",84.764,84.138,83.638,82.839,85.657,85.879,87.169,86.076,90.175,90.611,96.421,92.734,91.922,92.063,89.095,89.380,90.836
 "28000","Mississippi",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",85.773,81.719,82.038,82.246,84.863,85.353,88.630,90.073,85.786,87.168,81.019,79.410,78.201,80.653,80.354,83.484,78.415
 "29000","Missouri",4,SARPP,4,"..."," RPPs: Services: Utilities ","Index",78.368,83.044,87.210,88.667,89.618,87.886,83.074,87.950,85.241,89.967,92.670,92.820,93.591,91.615,83.842,85.647,79.406
 "30000","Montana",7,SARPP,4,"..."," RPPs: Services: Utilities ","Index",76.511,75.940,80.510,85.265,84.817,84.682,84.208,85.852,86.962,83.182,76.893,79.222,79.220,74.693,72.922,72.788,72.254
 "31000","Nebraska",4,SARPP,4,"..."," RPPs: Services: Utilities ","Index",76.102,78.056,79.751,78.763,81.366,82.213,78.656,80.092,79.393,82.221,87.322,86.077,87.202,86.340,84.785,79.425,75.604
 "32000","Nevada",8,SARPP,4,"..."," RPPs: Services: Utilities ","Index",94.866,100.471,105.209,100.244,101.612,97.213,105.481,104.174,93.145,88.699,83.194,87.248,85.028,76.314,83.799,91.271,90.510
 "33000","New Hampshire",1,SARPP,4,"..."," RPPs: Services: Utilities ","Index",134.300,138.380,126.840,131.725,130.533,123.945,126.594,131.023,137.120,143.760,142.819,144.956,144.015,140.883,149.225,156.224,133.663
 "34000","New Jersey",2,SARPP,4,"..."," RPPs: Services: Utilities ","Index",132.521,134.976,130.368,128.257,126.425,122.733,111.181,107.421,112.006,110.571,113.308,117.236,120.726,115.504,105.520,114.771,114.187
 "35000","New Mexico",6,SARPP,4,"..."," RPPs: Services: Utilities ","Index",82.628,80.896,90.520,93.250,94.238,93.330,98.051,95.292,92.143,92.414,82.023,80.814,83.880,81.699,83.421,77.909,77.895
 "36000","New York",2,SARPP,4,"..."," RPPs: Services: Utilities ","Index",147.591,145.798,140.658,138.304,131.690,133.835,130.395,123.178,124.480,128.567,135.395,133.735,138.698,137.922,129.729,135.374,134.370
 "37000","North Carolina",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",85.355,85.538,87.603,87.331,90.527,89.837,90.377,90.959,88.401,85.352,86.841,89.171,87.716,84.570,82.490,83.625,88.619
 "38000","North Dakota",4,SARPP,4,"..."," RPPs: Services: Utilities ","Index",73.110,71.837,75.472,73.257,74.346,74.914,73.304,74.147,74.920,77.183,84.641,84.696,85.568,88.043,82.973,75.031,73.669
 "39000","Ohio",3,SARPP,4,"..."," RPPs: Services: Utilities ","Index",98.792,99.686,94.193,93.138,93.438,95.003,91.862,91.318,88.450,89.000,94.481,90.749,91.263,91.893,87.565,89.234,95.823
 "40000","Oklahoma",6,SARPP,4,"..."," RPPs: Services: Utilities ","Index",78.856,75.342,81.215,80.922,82.835,81.647,83.861,85.208,84.912,83.622,79.452,79.213,77.916,79.565,83.170,80.246,73.882
 "41000","Oregon",8,SARPP,4,"..."," RPPs: Services: Utilities ","Index",84.178,88.046,86.416,92.572,95.011,89.528,95.346,99.399,95.983,94.516,92.546,95.547,95.626,96.989,90.797,90.978,107.046
 "42000","Pennsylvania",2,SARPP,4,"..."," RPPs: Services: Utilities ","Index",109.035,111.860,110.339,113.689,110.142,110.385,102.342,103.627,105.309,108.429,111.417,112.636,109.048,106.100,109.752,118.336,109.321
 "44000","Rhode Island",1,SARPP,4,"..."," RPPs: Services: Utilities ","Index",137.175,138.837,129.904,122.991,117.550,121.608,125.449,129.569,131.393,130.893,138.807,141.196,156.880,146.201,133.564,145.115,146.653
 "45000","South Carolina",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",86.149,87.179,89.386,91.161,94.983,94.668,97.359,97.760,96.897,94.525,93.229,95.954,93.676,90.733,89.208,85.849,88.303
 "46000","South Dakota",4,SARPP,4,"..."," RPPs: Services: Utilities ","Index",77.039,76.684,79.633,76.360,78.878,80.191,78.946,79.767,80.929,83.078,90.529,89.295,90.647,94.867,88.740,81.340,79.651
 "47000","Tennessee",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",79.286,79.707,80.210,83.319,84.153,82.024,84.161,83.838,83.393,82.109,77.962,76.276,73.975,76.016,77.345,76.412,72.137
 "48000","Texas",6,SARPP,4,"..."," RPPs: Services: Utilities ","Index",101.428,96.184,98.076,94.438,93.113,95.703,94.863,91.057,91.923,88.022,87.510,87.680,84.983,86.221,88.663,92.420,87.512
 "49000","Utah",7,SARPP,4,"..."," RPPs: Services: Utilities ","Index",70.023,74.408,80.270,83.066,89.125,87.777,90.979,92.680,90.661,85.114,78.017,78.480,78.769,71.864,71.695,73.029,78.739
 "50000","Vermont",1,SARPP,4,"..."," RPPs: Services: Utilities ","Index",129.042,134.773,130.307,134.222,135.368,133.008,127.886,126.637,130.198,130.022,128.844,125.861,140.700,130.555,117.504,122.125,125.833
 "51000","Virginia",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",90.929,94.133,92.169,92.346,94.967,92.476,92.911,94.534,94.102,91.540,92.564,94.628,93.859,91.928,92.068,92.386,92.185
 "53000","Washington",8,SARPP,4,"..."," RPPs: Services: Utilities ","Index",79.674,81.860,84.570,87.261,89.867,92.131,90.407,95.312,93.600,92.699,94.461,97.215,97.224,92.161,85.670,84.036,92.860
 "54000","West Virginia",5,SARPP,4,"..."," RPPs: Services: Utilities ","Index",71.250,75.156,78.306,80.270,84.698,81.200,80.776,86.277,90.779,88.271,85.457,86.483,87.692,85.363,85.326,87.799,92.242
 "55000","Wisconsin",3,SARPP,4,"..."," RPPs: Services: Utilities ","Index",99.114,98.384,99.692,96.718,96.218,98.318,95.922,96.714,96.674,96.992,97.767,92.997,93.869,95.385,89.857,89.490,89.906
 "56000","Wyoming",7,SARPP,4,"..."," RPPs: Services: Utilities ","Index",70.198,74.239,79.399,83.347,85.381,84.639,86.798,89.284,90.307,87.715,80.503,81.581,82.366,76.177,77.026,74.064,78.422
 "00000","United States", ,SARPP,5,"..."," RPPs: Services: Other ","Index",100.306,100.302,100.259,100.266,100.248,100.245,100.238,100.221,100.219,100.218,100.241,100.217,100.183,100.182,100.207,100.186,100.147
 "01000","Alabama",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.757,96.689,98.430,99.760,100.783,99.949,99.939,100.041,100.582,98.995,95.933,96.859,96.477,96.148,97.131,98.178,96.711
 "02000","Alaska",8,SARPP,5,"..."," RPPs: Services: Other ","Index",102.853,103.420,99.919,101.223,99.530,99.551,100.170,99.812,100.713,101.755,104.399,103.886,103.822,102.606,101.401,104.417,102.208
 "04000","Arizona",6,SARPP,5,"..."," RPPs: Services: Other ","Index",102.292,102.100,102.121,100.535,98.828,100.928,99.873,98.670,101.545,99.881,99.392,100.848,99.676,96.409,100.099,101.173,102.808
 "05000","Arkansas",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.122,95.845,97.368,98.897,100.078,99.773,99.863,99.540,99.539,98.140,97.886,97.245,99.408,97.176,95.950,95.701,95.312
 "06000","California",8,SARPP,5,"..."," RPPs: Services: Other ","Index",101.932,101.998,101.665,101.604,101.945,101.796,101.899,102.750,101.909,103.260,104.265,102.444,101.934,102.110,103.856,104.384,102.591
 "08000","Colorado",7,SARPP,5,"..."," RPPs: Services: Other ","Index",100.901,100.494,97.526,100.351,101.397,101.030,100.041,99.814,98.534,98.760,95.304,95.907,97.826,96.748,96.139,96.461,99.613
 "09000","Connecticut",1,SARPP,5,"..."," RPPs: Services: Other ","Index",104.566,104.095,102.276,103.945,102.687,103.589,103.196,103.319,104.028,104.394,100.150,102.250,102.440,100.845,104.940,102.979,102.658
 "10000","Delaware",2,SARPP,5,"..."," RPPs: Services: Other ","Index",100.607,100.588,101.476,99.000,99.288,98.938,100.980,98.975,99.472,100.859,100.805,101.704,100.048,99.865,100.124,99.400,101.235
 "11000","District of Columbia",2,SARPP,5,"..."," RPPs: Services: Other ","Index",105.297,105.045,105.972,106.003,104.288,105.099,106.878,106.848,104.743,102.861,103.694,102.121,103.734,102.302,104.225,102.866,102.964
 "12000","Florida",5,SARPP,5,"..."," RPPs: Services: Other ","Index",99.015,98.966,99.757,100.961,100.905,100.268,100.500,101.798,101.337,100.108,99.208,98.301,98.815,100.399,101.180,101.507,101.324
 "13000","Georgia",5,SARPP,5,"..."," RPPs: Services: Other ","Index",99.088,92.545,98.565,95.960,99.593,98.544,99.069,98.040,98.261,98.570,97.396,97.340,97.420,98.817,96.844,98.833,97.343
 "15000","Hawaii",8,SARPP,5,"..."," RPPs: Services: Other ","Index",99.239,103.498,99.441,99.512,99.149,100.886,99.723,99.773,99.146,98.274,98.346,100.164,104.029,104.353,102.767,102.094,102.898
 "16000","Idaho",7,SARPP,5,"..."," RPPs: Services: Other ","Index",100.474,100.132,98.346,100.637,99.320,99.754,99.691,99.426,97.022,99.527,95.618,96.463,95.723,92.043,91.872,93.260,99.015
 "17000","Illinois",3,SARPP,5,"..."," RPPs: Services: Other ","Index",100.523,101.607,101.312,101.640,101.263,100.675,99.025,98.408,100.219,100.888,100.560,98.909,101.418,102.095,103.022,99.817,100.156
 "18000","Indiana",3,SARPP,5,"..."," RPPs: Services: Other ","Index",98.269,98.318,97.835,95.652,96.468,96.741,95.799,94.003,94.845,94.012,96.630,98.316,98.009,98.303,98.088,97.682,99.145
 "19000","Iowa",4,SARPP,5,"..."," RPPs: Services: Other ","Index",96.453,96.784,96.306,92.937,94.542,94.665,94.320,91.942,92.216,91.218,96.212,96.318,96.235,95.323,91.974,92.259,92.927
 "20000","Kansas",4,SARPP,5,"..."," RPPs: Services: Other ","Index",96.679,96.944,97.667,96.244,97.513,96.517,97.525,95.946,95.616,94.796,96.995,96.981,97.118,96.601,92.873,93.001,93.816
 "21000","Kentucky",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.635,96.585,97.376,98.651,99.219,99.145,99.055,98.518,98.401,97.334,96.318,96.911,96.430,96.491,97.045,97.914,97.250
 "22000","Louisiana",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.667,96.798,98.371,99.710,100.497,100.141,100.127,100.446,101.099,99.195,98.222,97.153,99.513,98.776,97.346,95.635,95.706
 "23000","Maine",1,SARPP,5,"..."," RPPs: Services: Other ","Index",100.905,101.006,99.767,98.095,98.381,100.848,96.661,99.991,100.433,102.193,99.633,101.504,102.814,101.429,106.064,103.314,103.191
 "24000","Maryland",2,SARPP,5,"..."," RPPs: Services: Other ","Index",104.040,104.123,103.876,104.992,102.704,103.031,103.670,105.140,103.859,103.840,102.775,101.134,102.368,102.434,101.103,100.808,101.596
 "25000","Massachusetts",1,SARPP,5,"..."," RPPs: Services: Other ","Index",104.767,103.273,102.005,100.903,100.341,98.755,99.355,101.021,104.943,103.285,104.263,102.894,103.429,100.852,104.877,105.020,102.852
 "26000","Michigan",3,SARPP,5,"..."," RPPs: Services: Other ","Index",99.296,98.677,97.814,96.478,96.450,96.989,97.448,95.251,94.577,93.358,96.249,99.225,98.127,98.374,97.932,98.499,100.933
 "27000","Minnesota",4,SARPP,5,"..."," RPPs: Services: Other ","Index",97.684,99.845,99.537,98.243,97.395,98.257,98.919,96.970,97.364,95.565,100.173,98.433,99.551,99.218,96.438,98.910,100.213
 "28000","Mississippi",5,SARPP,5,"..."," RPPs: Services: Other ","Index",96.576,94.658,96.632,98.475,99.185,99.389,99.557,98.754,98.426,96.698,95.689,96.163,95.194,94.692,97.097,97.669,96.090
 "29000","Missouri",4,SARPP,5,"..."," RPPs: Services: Other ","Index",95.610,96.909,97.981,97.086,96.835,96.626,98.273,95.748,95.648,96.305,96.485,96.468,95.971,95.272,94.882,94.402,95.169
 "30000","Montana",7,SARPP,5,"..."," RPPs: Services: Other ","Index",100.695,99.771,97.951,99.606,98.541,99.697,99.663,99.416,96.729,99.245,96.591,97.312,96.269,92.540,92.685,93.615,98.715
 "31000","Nebraska",4,SARPP,5,"..."," RPPs: Services: Other ","Index",97.204,97.087,96.417,94.495,95.599,95.631,95.271,93.089,93.286,92.431,96.520,96.733,96.697,95.859,92.462,91.855,92.980
 "32000","Nevada",8,SARPP,5,"..."," RPPs: Services: Other ","Index",99.360,101.089,99.660,102.696,102.109,101.041,101.479,100.165,98.651,100.600,95.427,97.345,95.408,91.558,91.977,94.260,98.744
 "33000","New Hampshire",1,SARPP,5,"..."," RPPs: Services: Other ","Index",106.839,103.832,101.900,100.743,99.266,98.954,98.297,100.794,104.341,103.462,102.523,103.133,103.430,100.646,105.119,105.060,103.879
 "34000","New Jersey",2,SARPP,5,"..."," RPPs: Services: Other ","Index",98.713,104.671,103.653,104.320,102.343,101.668,104.421,103.862,103.888,106.467,106.144,107.295,106.010,107.318,104.967,104.486,103.529
 "35000","New Mexico",6,SARPP,5,"..."," RPPs: Services: Other ","Index",99.813,100.870,99.424,101.860,100.433,100.075,100.326,99.798,97.980,99.528,95.491,97.260,95.735,91.758,92.424,93.780,98.540
 "36000","New York",2,SARPP,5,"..."," RPPs: Services: Other ","Index",104.923,105.035,103.407,105.259,103.308,104.143,102.705,104.363,105.415,105.571,105.548,106.440,105.872,107.860,104.322,104.944,104.067
 "37000","North Carolina",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.737,96.550,98.121,99.517,99.868,100.023,100.165,100.302,100.702,98.842,98.289,95.792,95.531,99.619,99.698,98.651,98.186
 "38000","North Dakota",4,SARPP,5,"..."," RPPs: Services: Other ","Index",96.304,96.074,95.386,93.684,95.477,94.658,94.651,92.072,91.460,91.134,95.810,96.511,96.321,95.065,92.541,89.628,91.158
 "39000","Ohio",3,SARPP,5,"..."," RPPs: Services: Other ","Index",97.780,99.100,98.083,96.082,96.430,95.958,96.144,94.766,95.780,95.421,96.307,98.489,97.529,97.547,97.703,97.519,98.947
 "40000","Oklahoma",6,SARPP,5,"..."," RPPs: Services: Other ","Index",97.350,96.115,97.726,98.845,99.930,99.631,99.713,99.873,100.108,98.546,97.713,96.852,99.467,97.618,96.359,95.705,95.458
 "41000","Oregon",8,SARPP,5,"..."," RPPs: Services: Other ","Index",100.501,99.756,99.454,100.034,101.365,101.649,99.428,101.235,97.148,99.988,103.375,101.781,100.363,99.087,104.461,104.177,100.298
 "42000","Pennsylvania",2,SARPP,5,"..."," RPPs: Services: Other ","Index",100.763,101.446,101.016,99.359,99.313,99.639,98.694,99.187,98.811,101.522,99.631,101.237,101.058,99.205,98.171,99.415,99.762
 "44000","Rhode Island",1,SARPP,5,"..."," RPPs: Services: Other ","Index",100.632,100.581,99.328,98.373,98.257,100.910,97.544,100.065,100.698,102.047,99.417,101.440,102.013,101.198,105.469,102.729,102.840
 "45000","South Carolina",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.580,96.392,98.205,99.496,99.940,99.876,99.748,100.155,100.682,98.974,97.869,95.671,95.008,99.857,99.415,97.933,98.284
 "46000","South Dakota",4,SARPP,5,"..."," RPPs: Services: Other ","Index",96.133,96.097,95.926,93.639,95.464,95.074,94.916,91.949,91.570,90.940,96.795,97.243,98.239,96.006,91.616,90.992,91.899
 "47000","Tennessee",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.357,96.305,98.282,99.735,100.686,99.871,99.801,100.107,100.787,98.909,94.486,95.928,95.054,94.536,96.563,97.083,95.142
 "48000","Texas",6,SARPP,5,"..."," RPPs: Services: Other ","Index",99.964,100.351,100.344,100.121,100.353,101.030,101.137,101.073,98.992,98.907,99.823,100.497,101.256,100.035,98.245,96.558,97.081
 "49000","Utah",7,SARPP,5,"..."," RPPs: Services: Other ","Index",99.410,100.960,99.269,101.975,100.965,100.321,100.510,99.736,98.139,100.250,95.941,96.877,95.991,92.453,92.268,94.494,98.959
 "50000","Vermont",1,SARPP,5,"..."," RPPs: Services: Other ","Index",100.292,100.277,99.338,97.759,97.843,101.359,97.210,100.214,100.732,102.197,99.776,101.055,102.238,99.917,105.079,101.657,101.586
 "51000","Virginia",5,SARPP,5,"..."," RPPs: Services: Other ","Index",101.185,99.609,102.403,102.616,101.776,101.848,103.591,104.095,102.895,100.563,100.783,98.711,99.131,100.970,101.868,100.572,100.233
 "53000","Washington",8,SARPP,5,"..."," RPPs: Services: Other ","Index",102.433,102.420,100.241,100.170,101.382,100.482,101.840,101.250,103.069,103.495,103.375,103.628,102.133,103.002,104.457,105.635,103.873
 "54000","West Virginia",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.552,96.129,97.652,98.885,99.684,100.129,100.413,100.220,99.449,97.566,98.455,95.752,95.921,100.266,101.020,99.856,99.940
 "55000","Wisconsin",3,SARPP,5,"..."," RPPs: Services: Other ","Index",97.220,97.044,96.950,94.935,95.863,96.063,96.146,93.850,95.058,94.745,95.913,98.343,97.962,98.112,97.817,97.957,99.501
 "56000","Wyoming",7,SARPP,5,"..."," RPPs: Services: Other ","Index",100.705,99.824,98.161,99.724,99.239,100.437,99.940,99.646,98.159,99.877,97.401,97.388,96.396,93.416,93.766,94.784,100.428
"Note: See the included footnote file."
"SARPP: Regional price parities by state "
"Last updated: February 19, 2026-- new statistics for 2024; revised statistics for 2008-2023."
"U.S. Bureau of Economic Analysis"
